4K频道,#genre#
天津卫视,http://itv.uat.news/TVOD/1000000001000003475/ystenlive/index.m3u8?ace
天津卫视,http://itv.uat.news/TVOD/1000000005000265026/ystenlive/index.m3u8?ace
天津卫视,http://itv.uat.news/TVOD/5000000001000030788/bestzb/index.m3u8?ace
天津卫视,http://itv.uat.news/TVOD/1000000001000000831/ystenlive/index.m3u8?ace
西藏藏语卫视,http://itv.uat.news/TVOD/5000000002000021549/bestzb/index.m3u8?ace
西藏卫视,http://itv.uat.news/TVOD/1000000002000015894/ystenlive/index.m3u8?ace
新海南,http://itv.uat.news/TVOD/2000000003000000011/hnbblive/index.m3u8?ace
新疆卫视,http://itv.uat.news/TVOD/1000000002000029441/ystenlive/index.m3u8?ace
新疆卫视,http://itv.uat.news/TVOD/5000000006000040018/bestzb/index.m3u8?ace
炫动3D,http://itv.uat.news/TVOD/2000000004000000012/hnbblive/index.m3u8?ace
炫动3D,http://itv.uat.news/TVOD/6000000003000000558/wasusyt/index.m3u8?ace
云南卫视,http://itv.uat.news/TVOD/5000000011000031120/bestzb/index.m3u8?ace
云南卫视,http://itv.uat.news/TVOD/1000000002000024694/ystenlive/index.m3u8?ace
云南卫视,http://itv.uat.news/TVOD/5000000006000040019/bestzb/index.m3u8?ace
浙江教科影视,http://itv.uat.news/TVOD/2000000004000000001/hnbblive/index.m3u8?ace
浙江卫视,http://itv.uat.news/TVOD/5000000004000007275/bestzb/index.m3u8?ace
浙江卫视,http://itv.uat.news/TVOD/6000000001000032070/wasusyt/index.m3u8?ace
浙江卫视,http://itv.uat.news/TVOD/1000000001000014260/ystenlive/index.m3u8?ace
浙江卫视,http://itv.uat.news/TVOD/1000000005000265031/ystenlive/index.m3u8?ace
浙江卫视,http://itv.uat.news/TVOD/5000000010000017320/bestzb/index.m3u8?ace
浙江卫视,http://itv.uat.news/TVOD/1000000001000009806/ystenlive/index.m3u8?ace
重庆卫视,http://itv.uat.news/TVOD/1000000001000001096/ystenlive/index.m3u8?ace
重庆卫视,http://itv.uat.news/TVOD/5000000004000025797/bestzb/index.m3u8?ace
重庆卫视,http://itv.uat.news/TVOD/1000000005000265017/ystenlive/index.m3u8?ace
重庆卫视,http://itv.uat.news/TVOD/1000000002000018937/ystenlive/index.m3u8?ace
中国教育1,http://itv.uat.news/TVOD/5000000002000002652/bestzb/index.m3u8?ace
中国教育1,http://itv.uat.news/TVOD/1000000002000027253/ystenlive/index.m3u8?ace
中国教育1,http://itv.uat.news/TVOD/6000000003000018981/wasusyt/index.m3u8?ace
中国教育2,http://itv.uat.news/TVOD/2000000003000000047/hnbblive/index.m3u8?ace
中国教育2,http://itv.uat.news/TVOD/1000000005000266004/ystenlive/index.m3u8?ace
中国教育2,http://itv.uat.news/TVOD/5000000011000031201/bestzb/index.m3u8?ace
中国教育4,http://itv.uat.news/TVOD/5000000011000031126/bestzb/index.m3u8?ace
中国教育4,http://itv.uat.news/TVOD/1000000005000025333/ystenlive/index.m3u8?ace
中国教育4,http://itv.uat.news/TVOD/5000000006000012123/bestzb/index.m3u8?ace
中国教育4,http://itv.uat.news/TVOD/6000000005000042312/wasusyt/index.m3u8?ace
中国天气,http://itv.uat.news/TVOD/5000000005000031974/bestzb/index.m3u8?ace
中国天气,http://itv.uat.news/TVOD/2000000002000000057/hnbblive/index.m3u8?ace
中华美食,http://itv.uat.news/TVOD/2000000003000000052/hnbblive/index.m3u8?ace
中华美食,http://itv.uat.news/TVOD/1000000005000266015/ystenlive/index.m3u8?ace
少儿动漫,http://itv.uat.news/TVOD/2000000004000000003/hnbblive/index.m3u8?ace
少儿动漫,http://itv.uat.news/TVOD/8145334647720731271/wasusyt/index.m3u8?ace
家庭理财频道,http://itv.uat.news/TVOD/5000000011000031210/bestzb/index.m3u8?ace
家庭理财频道,http://itv.uat.news/TVOD/2000000002000000064/hnbblive/index.m3u8?ace
江苏财富天下,http://itv.uat.news/TVOD/5000000011000031208/bestzb/index.m3u8?ace
江苏财富天下,http://itv.uat.news/TVOD/2000000002000000069/hnbblive/index.m3u8?ace
哒啵电竞,http://itv.uat.news/TVOD/2000000003000000066/hnbblive/index.m3u8?ace
哒啵电竞,http://itv.uat.news/TVOD/1000000006000032327/ystenlive/index.m3u8?ace
哒啵赛事,http://itv.uat.news/TVOD/2000000003000000004/hnbblive/index.m3u8?ace
哒啵赛事,http://itv.uat.news/TVOD/2000000003000000039/hnbblive/index.m3u8?ace
哒啵赛事,http://itv.uat.news/TVOD/2000000003000000040/hnbblive/index.m3u8?ace
哒啵赛事,http://itv.uat.news/TVOD/1000000001000003775/ystenlive/index.m3u8?ace
哒啵赛事,http://itv.uat.news/TVOD/1000000001000006906/ystenlive/index.m3u8?ace
电子竞技,http://itv.uat.news/TVOD/2000000004000000015/hnbblive/index.m3u8?ace
电子竞技,http://itv.uat.news/TVOD/6000000003000011654/wasusyt/index.m3u8?ace
高清娱乐,http://itv.uat.news/TVOD/2000000004000000013/hnbblive/index.m3u8?ace
高清娱乐,http://itv.uat.news/TVOD/6000000003000001569/wasusyt/index.m3u8?ace
黑莓电影,http://itv.uat.news/TVOD/2000000003000000001/hnbblive/index.m3u8?ace
黑莓电影,http://itv.uat.news/TVOD/1000000004000019624/ystenlive/index.m3u8?ace
黑莓动画,http://itv.uat.news/TVOD/2000000003000000002/hnbblive/index.m3u8?ace
黑莓动画,http://itv.uat.news/TVOD/1000000004000021734/ystenlive/index.m3u8?ace
华数服务,http://itv.uat.news/TVOD/2000000004000000025/hnbblive/index.m3u8?ace
精彩影视,http://itv.uat.news/TVOD/2000000004000000063/hnbblive/index.m3u8?ace
精彩影视,http://itv.uat.news/TVOD/6000000006000320630/wasusyt/index.m3u8?ace
聚鲨环球精选,http://itv.uat.news/TVOD/6000000004000014516/wasusyt/index.m3u8?ace
漫游世界,http://itv.uat.news/TVOD/2000000004000000017/hnbblive/index.m3u8?ace
漫游世界,http://itv.uat.news/TVOD/6000000003000028434/wasusyt/index.m3u8?ace
CGTN频道,#genre#
CGTN,http://itv.uat.news/TVOD/7745129417417101820/hnbblive/index.m3u8?ace
CGTN,http://itv.uat.news/TVOD/1000000002000009569/ystenlive/index.m3u8?ace
CGTN阿拉伯语,http://itv.uat.news/TVOD/1000000006000280001/ystenlive/index.m3u8?ace
CGTN俄语,http://itv.uat.news/TVOD/1000000006000280004/ystenlive/index.m3u8?ace
CGTN法语,http://itv.uat.news/TVOD/1000000006000280003/ystenlive/index.m3u8?ace
CGTN记录,http://itv.uat.news/TVOD/7114647837765104058/hnbblive/index.m3u8?ace
CGTN西班牙语,http://itv.uat.news/TVOD/1000000006000280002/ystenlive/index.m3u8?ace
HOT频道,#genre#
Hot风尚音乐,http://itv.uat.news/TVOD/2000000004000000004/hnbblive/index.m3u8?ace
Hot风尚音乐,http://itv.uat.news/TVOD/5529729098703832176/wasusyt/index.m3u8?ace
Hot精品剧场,http://itv.uat.news/TVOD/2000000004000000002/hnbblive/index.m3u8?ace
Hot精品剧场,http://itv.uat.news/TVOD/8230197131234717902/wasusyt/index.m3u8?ace
Hot欧美影院,http://itv.uat.news/TVOD/2000000004000000005/hnbblive/index.m3u8?ace
Hot欧美影院,http://itv.uat.news/TVOD/7185203501769528108/wasusyt/index.m3u8?ace
Hot亚洲影院,http://itv.uat.news/TVOD/2000000004000000006/hnbblive/index.m3u8?ace
Hot亚洲影院,http://itv.uat.news/TVOD/5841816227539527643/wasusyt/index.m3u8?ace
NewTV频道,#genre#
NewTV爱情喜剧,http://itv.uat.news/TVOD/2000000003000000010/hnbblive/index.m3u8?ace
NewTV超级电视剧,http://itv.uat.news/TVOD/1000000006000268003/ystenlive/index.m3u8?ace
NewTV超级电视剧,http://itv.uat.news/TVOD/2000000003000000032/hnbblive/index.m3u8?ace
NewTV超级电视剧,http://itv.uat.news/TVOD/1000000001000008139/ystenlive/index.m3u8?ace
NewTV超级电视剧,http://itv.uat.news/TVOD/1000000004000024993/ystenlive/index.m3u8?ace
NewTV超级电影,http://itv.uat.news/TVOD/1000000003000012426/ystenlive/index.m3u8?ace
NewTV超级电影,http://itv.uat.news/TVOD/2000000003000000031/hnbblive/index.m3u8?ace
NewTV超级电影,http://itv.uat.news/TVOD/1000000001000012884/ystenlive/index.m3u8?ace
NewTV超级电影,http://itv.uat.news/TVOD/1000000004000002120/ystenlive/index.m3u8?ace
NewTV超级体育,http://itv.uat.news/TVOD/1000000001000009601/ystenlive/index.m3u8?ace
NewTV超级体育,http://itv.uat.news/TVOD/2000000003000000030/hnbblive/index.m3u8?ace
NewTV超级体育,http://itv.uat.news/TVOD/1000000001000009204/ystenlive/index.m3u8?ace
NewTV超级体育,http://itv.uat.news/TVOD/1000000004000007755/ystenlive/index.m3u8?ace
NewTV超级综艺,http://itv.uat.news/TVOD/1000000006000268002/ystenlive/index.m3u8?ace
NewTV超级综艺,http://itv.uat.news/TVOD/2000000003000000029/hnbblive/index.m3u8?ace
NewTV超级综艺,http://itv.uat.news/TVOD/1000000001000025771/ystenlive/index.m3u8?ace
NewTV超级综艺,http://itv.uat.news/TVOD/1000000004000023658/ystenlive/index.m3u8?ace
NewTV潮妈辣婆,http://itv.uat.news/TVOD/2000000003000000018/hnbblive/index.m3u8?ace
NewTV东北剧场,http://itv.uat.news/TVOD/1000000005000266013/ystenlive/index.m3u8?ace
NewTV东北热剧,http://itv.uat.news/TVOD/2000000003000000051/hnbblive/index.m3u8?ace
NewTV动作电影,http://itv.uat.news/TVOD/2000000003000000017/hnbblive/index.m3u8?ace
NewTV动作电影,http://itv.uat.news/TVOD/1000000004000018653/ystenlive/index.m3u8?ace
NewTV古装剧场,http://itv.uat.news/TVOD/2000000003000000024/hnbblive/index.m3u8?ace
NewTV欢乐剧场,http://itv.uat.news/TVOD/2000000003000000050/hnbblive/index.m3u8?ace
NewTV欢乐剧场,http://itv.uat.news/TVOD/1000000005000266012/ystenlive/index.m3u8?ace
NewTV家庭剧场,http://itv.uat.news/TVOD/2000000003000000012/hnbblive/index.m3u8?ace
NewTV家庭剧场,http://itv.uat.news/TVOD/1000000004000008284/ystenlive/index.m3u8?ace
NewTV金牌综艺,http://itv.uat.news/TVOD/2000000003000000005/hnbblive/index.m3u8?ace
NewTV金牌综艺,http://itv.uat.news/TVOD/1000000004000026167/ystenlive/index.m3u8?ace
NewTV惊悚悬疑,http://itv.uat.news/TVOD/2000000003000000015/hnbblive/index.m3u8?ace
NewTV惊悚悬疑,http://itv.uat.news/TVOD/1000000004000024282/ystenlive/index.m3u8?ace
NewTV精品大剧,http://itv.uat.news/TVOD/2000000003000000020/hnbblive/index.m3u8?ace
NewTV精品大剧,http://itv.uat.news/TVOD/1000000004000013968/ystenlive/index.m3u8?ace
NewTV精品纪录,http://itv.uat.news/TVOD/1000000004000013730/ystenlive/index.m3u8?ace
NewTV精品记录,http://itv.uat.news/TVOD/2000000003000000019/hnbblive/index.m3u8?ace
NewTV精品萌宠,http://itv.uat.news/TVOD/2000000003000000067/hnbblive/index.m3u8?ace
NewTV精品萌宠,http://itv.uat.news/TVOD/1000000006000032328/ystenlive/index.m3u8?ace
NewTV精品体育,http://itv.uat.news/TVOD/2000000003000000021/hnbblive/index.m3u8?ace
NewTV精品体育,http://itv.uat.news/TVOD/1000000004000014634/ystenlive/index.m3u8?ace
NewTV精品综合,http://itv.uat.news/TVOD/2000000003000000008/hnbblive/index.m3u8?ace
NewTV精品综合,http://itv.uat.news/TVOD/1000000004000019008/ystenlive/index.m3u8?ace
NewTV军旅剧场,http://itv.uat.news/TVOD/2000000003000000014/hnbblive/index.m3u8?ace
NewTV军事评论,http://itv.uat.news/TVOD/2000000003000000022/hnbblive/index.m3u8?ace
NewTV魅力潇湘,http://itv.uat.news/TVOD/2000000003000000041/hnbblive/index.m3u8?ace
NewTV魅力潇湘,http://itv.uat.news/TVOD/1000000001000006197/ystenlive/index.m3u8?ace
NewTV魅力潇湘,http://itv.uat.news/TVOD/1000000005000266014/ystenlive/index.m3u8?ace
NewTV明星大片,http://itv.uat.news/TVOD/2000000003000000016/hnbblive/index.m3u8?ace
NewTV农业致富,http://itv.uat.news/TVOD/2000000003000000003/hnbblive/index.m3u8?ace
NewTV武博世界,http://itv.uat.news/TVOD/2000000003000000007/hnbblive/index.m3u8?ace
NewTV炫舞未来,http://itv.uat.news/TVOD/2000000003000000044/hnbblive/index.m3u8?ace
NewTV炫舞未来,http://itv.uat.news/TVOD/1000000001000000515/ystenlive/index.m3u8?ace
NewTV怡伴健康,http://itv.uat.news/TVOD/2000000003000000023/hnbblive/index.m3u8?ace
NewTV怡伴健康,http://itv.uat.news/TVOD/1000000005000266011/ystenlive/index.m3u8?ace
NewTV中国功夫,http://itv.uat.news/TVOD/2000000003000000009/hnbblive/index.m3u8?ace
SiTV频道,#genre#
SiTV动漫秀场,http://itv.uat.news/TVOD/5000000011000031113/bestzb/index.m3u8?ace
SiTV动漫秀场,http://itv.uat.news/TVOD/5000000002000023636/bestzb/index.m3u8?ace
SiTV动漫秀场,http://itv.uat.news/TVOD/2000000002000000009/hnbblive/index.m3u8?ace
SiTV都市剧场,http://itv.uat.news/TVOD/5000000011000031111/bestzb/index.m3u8?ace
SiTV都市剧场,http://itv.uat.news/TVOD/5000000002000004412/bestzb/index.m3u8?ace
SiTV都市剧场,http://itv.uat.news/TVOD/2000000002000000015/hnbblive/index.m3u8?ace
SiTV法治天地,http://itv.uat.news/TVOD/9001547084732463424/bestzb/index.m3u8?ace
SiTV欢笑剧场,http://itv.uat.news/TVOD/5000000002000009455/bestzb/index.m3u8?ace
SiTV欢笑剧场,http://itv.uat.news/TVOD/2000000002000000016/hnbblive/index.m3u8?ace
SiTV金色学堂,http://itv.uat.news/TVOD/5000000010000026105/bestzb/index.m3u8?ace
SiTV金色学堂,http://itv.uat.news/TVOD/2000000002000000061/hnbblive/index.m3u8?ace
SiTV劲爆体育,http://itv.uat.news/TVOD/5000000002000029972/bestzb/index.m3u8?ace
SiTV劲爆体育,http://itv.uat.news/TVOD/2000000002000000008/hnbblive/index.m3u8?ace
SiTV乐游,http://itv.uat.news/TVOD/5000000011000031112/bestzb/index.m3u8?ace
SiTV乐游,http://itv.uat.news/TVOD/2000000002000000092/hnbblive/index.m3u8?ace
SiTV乐游,http://itv.uat.news/TVOD/5000000006000040025/bestzb/index.m3u8?ace
SiTV乐游,http://itv.uat.news/TVOD/2000000002000000059/hnbblive/index.m3u8?ace
SiTV魅力足球,http://itv.uat.news/TVOD/5000000011000031207/bestzb/index.m3u8?ace
SiTV魅力足球,http://itv.uat.news/TVOD/2000000002000000068/hnbblive/index.m3u8?ace
SiTV七彩戏剧,http://itv.uat.news/TVOD/5000000011000031116/bestzb/index.m3u8?ace
SiTV七彩戏剧,http://itv.uat.news/TVOD/2000000002000000010/hnbblive/index.m3u8?ace
SiTV生活时尚,http://itv.uat.news/TVOD/5000000002000019634/bestzb/index.m3u8?ace
SiTV生活时尚,http://itv.uat.news/TVOD/2000000002000000006/hnbblive/index.m3u8?ace
SiTV游戏风云,http://itv.uat.news/TVOD/5000000011000031114/bestzb/index.m3u8?ace
SiTV游戏风云,http://itv.uat.news/TVOD/5000000002000027005/bestzb/index.m3u8?ace
SiTV游戏风云,http://itv.uat.news/TVOD/2000000002000000011/hnbblive/index.m3u8?ace
iHOT频道,#genre#
爱谍战,http://itv.uat.news/TVOD/6000000006000070630/wasusyt/index.m3u8?ace
爱谍战,http://itv.uat.news/TVOD/2000000004000000038/hnbblive/index.m3u8?ace
爱动漫,http://itv.uat.news/TVOD/6000000006000280630/wasusyt/index.m3u8?ace
爱动漫,http://itv.uat.news/TVOD/2000000004000000059/hnbblive/index.m3u8?ace
爱都市,http://itv.uat.news/TVOD/6000000006000080630/wasusyt/index.m3u8?ace
爱怀旧,http://itv.uat.news/TVOD/6000000006000260630/wasusyt/index.m3u8?ace
爱经典,http://itv.uat.news/TVOD/6000000006000060630/wasusyt/index.m3u8?ace
爱科幻,http://itv.uat.news/TVOD/6000000006000020630/wasusyt/index.m3u8?ace
爱科幻,http://itv.uat.news/TVOD/2000000004000000033/hnbblive/index.m3u8?ace
爱科学,http://itv.uat.news/TVOD/6000000006000160630/wasusyt/index.m3u8?ace
爱科学,http://itv.uat.news/TVOD/2000000004000000047/hnbblive/index.m3u8?ace
爱浪漫,http://itv.uat.news/TVOD/6000000006000040630/wasusyt/index.m3u8?ace
爱浪漫,http://itv.uat.news/TVOD/2000000004000000035/hnbblive/index.m3u8?ace
爱历史,http://itv.uat.news/TVOD/6000000006000150630/wasusyt/index.m3u8?ace
爱历史,http://itv.uat.news/TVOD/2000000004000000046/hnbblive/index.m3u8?ace
爱旅行,http://itv.uat.news/TVOD/6000000006000250630/wasusyt/index.m3u8?ace
爱旅行,http://itv.uat.news/TVOD/2000000004000000056/hnbblive/index.m3u8?ace
爱奇谈,http://itv.uat.news/TVOD/6000000006000270630/wasusyt/index.m3u8?ace
爱奇谈,http://itv.uat.news/TVOD/2000000004000000058/hnbblive/index.m3u8?ace
爱青春,http://itv.uat.news/TVOD/6000000006000100630/wasusyt/index.m3u8?ace
爱赛车,http://itv.uat.news/TVOD/6000000006000240630/wasusyt/index.m3u8?ace
爱赛车,http://itv.uat.news/TVOD/2000000004000000055/hnbblive/index.m3u8?ace
爱体育,http://itv.uat.news/TVOD/6000000006000290630/wasusyt/index.m3u8?ace
爱体育,http://itv.uat.news/TVOD/2000000004000000060/hnbblive/index.m3u8?ace
爱玩具,http://itv.uat.news/TVOD/6000000006000220630/wasusyt/index.m3u8?ace
爱玩具,http://itv.uat.news/TVOD/2000000004000000053/hnbblive/index.m3u8?ace
爱喜剧,http://itv.uat.news/TVOD/6000000006000010630/wasusyt/index.m3u8?ace
爱喜剧,http://itv.uat.news/TVOD/2000000004000000032/hnbblive/index.m3u8?ace
爱悬疑,http://itv.uat.news/TVOD/6000000006000050630/wasusyt/index.m3u8?ace
爱悬疑,http://itv.uat.news/TVOD/2000000004000000036/hnbblive/index.m3u8?ace
爱幼教,http://itv.uat.news/TVOD/6000000006000180630/wasusyt/index.m3u8?ace
爱幼教,http://itv.uat.news/TVOD/2000000004000000049/hnbblive/index.m3u8?ace
爱院线,http://itv.uat.news/TVOD/6000000006000030630/wasusyt/index.m3u8?ace
爱院线,http://itv.uat.news/TVOD/2000000004000000034/hnbblive/index.m3u8?ace
百视通频道,#genre#
华语影院,http://itv.uat.news/TVOD/5000000011000288005/bestzb/index.m3u8
星光影院,http://itv.uat.news/TVOD/5000000011000288013/bestzb/index.m3u8
全球大片,http://itv.uat.news/TVOD/5000000011000288009/bestzb/index.m3u8
热门剧场,http://itv.uat.news/TVOD/5000000011000288010/bestzb/index.m3u8
谍战剧场,http://itv.uat.news/TVOD/5000000011000288004/bestzb/index.m3u8
青春动漫,http://itv.uat.news/TVOD/5000000011000288008/bestzb/index.m3u8
宝宝动画,http://itv.uat.news/TVOD/5000000011000288002/bestzb/index.m3u8
戏曲精选,http://itv.uat.news/TVOD/5000000011000288012/bestzb/index.m3u8
热门综艺,http://itv.uat.news/TVOD/5000000011000288011/bestzb/index.m3u8
健康养生,http://itv.uat.news/TVOD/5000000011000288006/bestzb/index.m3u8
百变课堂,http://itv.uat.news/TVOD/5000000011000288001/bestzb/index.m3u8
看天下精选,http://itv.uat.news/TVOD/5000000011000288007/bestzb/index.m3u8
电竞天堂,http://itv.uat.news/TVOD/5000000011000288003/bestzb/index.m3u8
百视通,http://itv.uat.news/TVOD/5000000001000001116/bestzb/index.m3u8?ace
百视通,http://itv.uat.news/TVOD/5000000001000002898/bestzb/index.m3u8?ace
百视通,http://itv.uat.news/TVOD/5000000001000004876/bestzb/index.m3u8?ace
百视通,http://itv.uat.news/TVOD/5000000001000004953/bestzb/index.m3u8?ace
百视通,http://itv.uat.news/TVOD/5000000001000006777/bestzb/index.m3u8?ace
百视通,http://itv.uat.news/TVOD/5000000001000017342/bestzb/index.m3u8?ace
百视通,http://itv.uat.news/TVOD/5000000001000018009/bestzb/index.m3u8?ace
百视通,http://itv.uat.news/TVOD/5000000001000019233/bestzb/index.m3u8?ace
百视通,http://itv.uat.news/TVOD/5000000001000022620/bestzb/index.m3u8?ace
百视通,http://itv.uat.news/TVOD/5000000001000023256/bestzb/index.m3u8?ace
百视通,http://itv.uat.news/TVOD/5000000001000026930/bestzb/index.m3u8?ace
百视通,http://itv.uat.news/TVOD/2000000002000000050/hnbblive/index.m3u8?ace
百视通,http://itv.uat.news/TVOD/2000000002000000052/hnbblive/index.m3u8?ace
百视通,http://itv.uat.news/TVOD/2000000002000000024/hnbblive/index.m3u8?ace
百视通,http://itv.uat.news/TVOD/2000000002000000025/hnbblive/index.m3u8?ace
百视通,http://itv.uat.news/TVOD/2000000002000000026/hnbblive/index.m3u8?ace
百视通,http://itv.uat.news/TVOD/2000000002000000027/hnbblive/index.m3u8?ace
百视通,http://itv.uat.news/TVOD/2000000002000000028/hnbblive/index.m3u8?ace
百视通,http://itv.uat.news/TVOD/2000000002000000029/hnbblive/index.m3u8?ace
百视通,http://itv.uat.news/TVOD/2000000002000000030/hnbblive/index.m3u8?ace
百视通,http://itv.uat.news/TVOD/2000000002000000049/hnbblive/index.m3u8?ace
百视通,http://itv.uat.news/TVOD/2000000002000000051/hnbblive/index.m3u8?ace
migu,#genre#
咪咕直播4K-1,http://gslbserv.itv.cmvideo.cn:80/3000000010000005180/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000005180&livemode=1&stbId=3
咪咕直播4K-2,http://gslbserv.itv.cmvideo.cn:80/3000000010000015686/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000015686&livemode=1&stbId=3
咪咕直播-1,http://gslbserv.itv.cmvideo.cn:80/3000000001000005308/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000005308&livemode=1&stbId=3
咪咕直播-2,http://gslbserv.itv.cmvideo.cn:80/3000000001000005969/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000005969&livemode=1&stbId=3
咪咕直播-3,http://gslbserv.itv.cmvideo.cn:80/3000000001000007218/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000007218&livemode=1&stbId=3
咪咕直播-4,http://gslbserv.itv.cmvideo.cn:80/3000000001000008001/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000008001&livemode=1&stbId=3
咪咕直播-5,http://gslbserv.itv.cmvideo.cn:80/3000000001000008176/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000008176&livemode=1&stbId=3
咪咕直播-6,http://gslbserv.itv.cmvideo.cn:80/3000000001000008379/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000008379&livemode=1&stbId=3
咪咕直播-7,http://gslbserv.itv.cmvideo.cn:80/3000000001000010129/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000010129&livemode=1&stbId=3
咪咕直播-8,http://gslbserv.itv.cmvideo.cn:80/3000000001000010948/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000010948&livemode=1&stbId=3
咪咕直播-9,http://gslbserv.itv.cmvideo.cn:80/3000000001000028638/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000028638&livemode=1&stbId=3
咪咕直播-10,http://gslbserv.itv.cmvideo.cn:80/3000000001000031494/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000031494&livemode=1&stbId=3
咪咕直播-11,http://gslbserv.itv.cmvideo.cn:80/3000000010000000097/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000000097&livemode=1&stbId=3
咪咕直播-12,http://gslbserv.itv.cmvideo.cn:80/3000000010000002019/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000002019&livemode=1&stbId=3
咪咕直播-13,http://gslbserv.itv.cmvideo.cn:80/3000000010000002809/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000002809&livemode=1&stbId=3
咪咕直播-14,http://gslbserv.itv.cmvideo.cn:80/3000000010000003915/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000003915&livemode=1&stbId=3
咪咕直播-15,http://gslbserv.itv.cmvideo.cn:80/3000000010000004193/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000004193&livemode=1&stbId=3
咪咕直播-16,http://gslbserv.itv.cmvideo.cn:80/3000000010000005837/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000005837&livemode=1&stbId=3
咪咕直播-17,http://gslbserv.itv.cmvideo.cn:80/3000000010000006077/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000006077&livemode=1&stbId=3
咪咕直播-18,http://gslbserv.itv.cmvideo.cn:80/3000000010000006658/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000006658&livemode=1&stbId=3
咪咕直播-19,http://gslbserv.itv.cmvideo.cn:80/3000000010000009788/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000009788&livemode=1&stbId=3
咪咕直播-20,http://gslbserv.itv.cmvideo.cn:80/3000000010000010833/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000010833&livemode=1&stbId=3
咪咕直播-21,http://gslbserv.itv.cmvideo.cn:80/3000000010000011297/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000011297&livemode=1&stbId=3
咪咕直播-22,http://gslbserv.itv.cmvideo.cn:80/3000000010000011518/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000011518&livemode=1&stbId=3
咪咕直播-23,http://gslbserv.itv.cmvideo.cn:80/3000000010000012558/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000012558&livemode=1&stbId=3
咪咕直播-24,http://gslbserv.itv.cmvideo.cn:80/3000000010000012616/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000012616&livemode=1&stbId=3
咪咕直播-25,http://gslbserv.itv.cmvideo.cn:80/3000000010000015470/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000015470&livemode=1&stbId=3
咪咕直播-26,http://gslbserv.itv.cmvideo.cn:80/3000000010000015560/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000015560&livemode=1&stbId=3
咪咕直播-27,http://gslbserv.itv.cmvideo.cn:80/3000000010000019839/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000019839&livemode=1&stbId=3
咪咕直播-28,http://gslbserv.itv.cmvideo.cn:80/3000000010000021904/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000021904&livemode=1&stbId=3
咪咕直播-29,http://gslbserv.itv.cmvideo.cn:80/3000000010000023434/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000023434&livemode=1&stbId=3
咪咕直播-30,http://gslbserv.itv.cmvideo.cn:80/3000000010000025380/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000025380&livemode=1&stbId=3
咪咕直播-31,http://gslbserv.itv.cmvideo.cn:80/3000000010000027691/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000027691&livemode=1&stbId=3
咪咕直播-32,http://gslbserv.itv.cmvideo.cn:80/3000000010000031669/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000031669&livemode=1&stbId=3
咪咕直播-33,http://39.135.134.67/000000001000/3000000001000028638/index.m3u8
晴彩频道,#genre#
咪咕全民热练,http://itv.uat.news/TVOD/2000000003000000068/hnbblive/index.m3u8?ace
咪咕全民热练,http://itv.uat.news/TVOD/1000000006000270007/ystenlive/index.m3u8?ace
咪咕视频1,http://itv.uat.news/TVOD/3000000020000011528/FifastbLive/index.m3u8?ace
咪咕视频2,http://itv.uat.news/TVOD/3000000020000011529/FifastbLive/index.m3u8?ace
咪咕视频3,http://itv.uat.news/TVOD/3000000020000011530/FifastbLive/index.m3u8?ace
咪咕视频4,http://itv.uat.news/TVOD/3000000020000011531/FifastbLive/index.m3u8?ace
咪咕视频5,http://itv.uat.news/TVOD/2000000003000000060/hnbblive/index.m3u8?ace
咪咕视频6,http://itv.uat.news/TVOD/2000000003000000061/hnbblive/index.m3u8?ace
